NAME,MSINI-mjupiter,A-au,PER-day,ECC,OM-deg,T0-jd,K-m/s,ORBREF,ORBURL,FIRSTREF,FIRSTURL,OTHERNAME,COMP,HD,HIPP,HR,SAO,GL,BINARY,BINARYURL,BINARYREF,RA-hr,DEC-deg,RA_STRING,DEC_STRING,KEPID,KOI,KDE,EOD,IMAGING,MICROLENSING,TIMING,ASTROMETRY,BMV,V,VURL,VREF,J,H,PAR-marcsec,DIST-pc,VSINI-km/s,KS,GAMMA-km/s,DVDT-m/s/day,I-deg,MASS-mjupiter,SEP-au,TREND,LAMBDA-deg,BIGOM-deg,DEPTH,T14-day,TT,R-rjupiter,AR,DENSITY-\g/cm^3,GRAVITY,B,TRANSIT,TRANSITURL,TRANSITREF,DR,RR,SE,SEURL,SEREF,SEDEPTHJ,SEDEPTHH,SEDEPTHKS,SEDEPTHKP,SEDEPTH36,SEDEPTH45,SEDEPTH80,SEDEPTH58,RMS,CHI2,NOBS,NCOMP,MULT,PLANETDISCMETH,STARDISCMETH,DATE,STAR,MSTAR-msun,RSTAR-rsun,TEFF-k,RHOSTAR-g/cm^3,LOGG,FE,SHK,RHK,JSNAME,EPEURL,KP,SIMBADNAME,SIMBADURL,ETDNAME,ETDURL,EANAME,EAURL
Kepler-107 d,,0.0780099,7.958203,,90,2454970.8,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-117,d,,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.80188056,48.20861111,48:06.8,+48:12:31.00,,117.04,1,1,0,0,0,0,,,,,11.392,11.114,,,,11.06,,,,0.00371234,0.0780099,0,,,,0.178167,2454970.8,0.095459,11.9153,,,0.27,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,4,1,Transit,Transit,2014,Kepler-107,,1.411,5851,,4.196,,,,Kepler-107,http://exoplanet.eu/star.php?st=Kepler-107,,Kepler-107,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-107,,,Kepler-107 d,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-107+d&type=PLANET+HOST
Kepler-1049 b,,0.0344721,3.27346074,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.15645,47.77294444,09:23.2,+47:46:22.6,,2006.01,1,1,0,0,0,0,,,,,11.971,11.348,7.75194,129,,11.18,,,,0.00245309,0.0344721,0,,,0.00030695,0.073883,2454967.447,0.085,15.1619,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01752,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1049,0.51,0.49,3864,,4.77,-0.33,,,,,14.22,,,,,Kepler-1049 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1049+b&type=PLANET+HOST
Kepler-813 b,,0.13761,19.12947337,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.04418056,48.43536111,02:39.1,+48:26:07.3,,1310.01,1,1,0,0,0,0,,,,,13.498,13.031,1.19048,840,,13.122,,,,0.0159697,0.13761,0,,,0.000460103,0.15654,2454972.435,0.191,31.8896,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02145,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-813,0.95,0.93,5743,,4.48,-0.13,,,,,14.569,,,,,Kepler-813 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-813+b&type=PLANET+HOST
Kepler-427 b,0.310432,0.091351,10.290994,0,90,2454970.022,29.8,Hebrard 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,KOI-192 b,b,,,,,,0,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H,Hebrard 2014,19.21697194,43.70486111,13:01.1,+43:42:17.5,,192.01,1,1,0,0,0,0,0.71,14.42,,,13.161,12.814,0.909091,1100,3,12.777,-24.346,,89.5,0.29,0.091351,0,,,0.008336,0.1789,2454970.022,1.23,14.5835,0.16,2.73021,0.09,1,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H,Hebrard 2014,,0.0913,0,,Predicted,,,,,,,,,8,,9,1,0,Transit,Transit,2010,Kepler-427,0.96,1.35,5800,0.4,4.14,-0.19,,,KOI-192 b,http://exoplanet.eu/star.php?st=KOI-192+b,14.22,2MASS J19130109+4342175,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J19130109%2B4342175,,,,
Kepler-1056 b,,0.185149,27.495606,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.9684,46.89925,58:06.2,+46:53:57.3,,2018.01,1,1,0,0,0,0,,,,,13.242,12.895,1.02987,971,,12.827,,,,0.0271261,0.185149,0,,,0.000545222,0.20933,2454966.284,0.269,33.2523,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02335,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1056,1.12,1.2,6127,,4.33,0.02,,,,,14.55,,,,,Kepler-1056 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1056+b&type=PLANET+HOST
Kepler-1165 b,,0.0912977,9.478522,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.13141667,44.70830556,07:53.1,+44:42:29.9,,2263.02,1,1,0,0,0,0,,,,,13.362,13.08,0.925069,1081,,13.07,,,,0.0115843,0.0912977,0,,,0.00014641,0.25929,2454973.167,0.138,16.6748,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.0121,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1165,1.13,1.18,6080,,4.34,0.05,,,,,14.456,,,,,Kepler-1165 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1165+b&type=PLANET+HOST
Kepler-1104 b,,0.0627651,5.03728015,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.63123611,49.33102778,37:52.5,+49:19:51.7,,2110.01,1,1,0,0,0,0,,,,,11.215,11.012,1.93798,516,,10.971,,,,0.00609283,0.0627651,0,,,6.70761E-05,0.078533,2454967.109,0.11,9.59359,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.00819,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1104,1.3,1.41,6417,,4.25,0.13,,,,,12.189,,,,,Kepler-1104 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1104+b&type=PLANET+HOST
WASP-14 b,7.65457,0.0367693,2.243752,0.091,253.371,2454462.33,993,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,2MASS J14330635+2153409,b,,,,83398,,0,,,14.55176528,21.89469444,33:06.4,+21:53:40.9,,,0,1,0,0,0,0,0.46,9.75,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,Joshi 2009,8.869,8.65,6.25,160,4.9,8.621,-5.627,,84.32,7.69234,0.0367693,0,-33.1,,0.0102,0.1275,2454463.576,1.281,6.04917,4.65633,4.06276,0.535,1,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J,Joshi 2009,,,1,,,,,,,0.00187,0.00224,0.00182,,10,,27,1,0,Transit,Transit,2009,WASP-14,1.31,1.31,6475,0.542,4.07,0,,,WASP-14,http://exoplanet.eu/star.php?st=WASP-14,,BD+22 2716,http://simbad.harvard.edu/simbad/sim-id?Ident=BD%2B22+2716,WASP-14 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-14&PLANET=b,WASP-14 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=WASP-14+b&type=PLANET+HOST
Kepler-50 b,,0.0825598,7.8125124,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,KOI-262,b,,,,,,0,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,19.20672694,50.03372222,12:24.2,+50:02:01.4,,262.01,1,1,0,0,1,0,0.48,10.54,,,9.518,9.25,,,,9.197,,,,0.0164915,0.0825598,0,,,,0.176829,2455005.632,0.196096,,,,0.8955,1,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,6.6581,0.01074,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2011,Kepler-50,1.23,1.88,6058,,3.98,,,,Kepler-50,http://exoplanet.eu/star.php?st=Kepler-50,10.421,Kepler-50,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-50,,,Kepler-50 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-50+b&type=PLANET+HOST
NN Ser d,0.642621,3.70596,2605,0.05,152,2458029,9.5,Horner 2012,http://adsabs.harvard.edu/abs/2012MNRAS.425..749H,Beuermann 2010,http://adsabs.harvard.edu/abs/2010A%26A...521L..60B,2MASS J15525613+1254446,d,,,,,,0,http://adsabs.harvard.edu/abs/2012MNRAS.425..749H,Horner 2012,15.88225861,12.91238889,52:56.1,+12:54:44.6,,,0,1,0,0,1,0,-0.672001,16.672,,,16.91,16.25,,,,16.17,,,,0.642621,3.70596,0,,,,,,,,,,,0,,,,,0,,Predicted,,,,,,,,,3.23,0.75,,2,1,Timing,Timing,2010,NN Ser,,,,,,,,,NN Ser (ab),http://exoplanet.eu/star.php?st=NN+Ser+(ab),,NN Ser,http://simbad.harvard.edu/simbad/sim-id?Ident=NN+Ser,,,,
WASP-105 b,1.75919,0.0745473,7.87288,0,90,2456600.077,194,Anderson 2017,http://adsabs.harvard.edu/abs/2017A%26A...604A.110A,Anderson 2017,http://adsabs.harvard.edu/abs/2017A%26A...604A.110A,,b,,,,,,0,http://adsabs.harvard.edu/abs/2017A%26A...604A.110A,Anderson 2017,1.611177778,-50.65902778,36:40.2,-50:39:32.5,,,0,1,0,0,0,0,0.9,12.1,,,10.456,10.041,,,1.7,9.935,24.676,,89.7,1.75922,0.0745473,0,,,0.012,0.155,2456600.077,0.981089,17.8514,2.47023,3.6775,0.1,1,http://adsabs.harvard.edu/abs/2017A%26A...604A.110A,Anderson 2017,,,0,,Predicted,,,,,,,,,,,25,1,0,Transit,Transit,2017,WASP-105,0.89,0.9,5070,1.73,4.2,0.28,,,WASP-105 b,http://exoplanet.eu/star.php?st=WASP-105+b,,WASP-105,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-105,,,WASP-105 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=WASP-105+b&type=PLANET+HOST
GJ 625 b,0.0089295,0.0783624,14.628,0.13,343.1,,1.67,Suarez Mascareno 2017,http://adsabs.harvard.edu/abs/2017A%26A...605A..92S,Suarez Mascareno 2017,http://adsabs.harvard.edu/abs/2017A%26A...605A..92S,,b,,80459,,,625,0,http://adsabs.harvard.edu/abs/2017A%26A...605A..92S,Suarez Mascareno 2017,16.42338639,54.30451667,25:24.2,+54:18:16.26,,,0,1,0,0,0,0,1.63,10.17,,,6.608,6.063,154.083,6.49,0,5.833,-12.8501,,,0.0089295,0.0783624,0,,,,,,,54.4789,,,,0,,,,,0,,Predicted,,,,,,,,,,,151,1,0,RV,RV,2017,GJ 625,0.3,0.31,3499,,4.94,-0.38,,-5.5,GJ 625 b,http://exoplanet.eu/star.php?st=GJ+625+b,,G 202-48,http://simbad.harvard.edu/simbad/sim-id?Ident=G+202-48,,,GJ 625 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=GJ+625+b&type=PLANET+HOST
Kepler-1279 b,,0.170989,23.4774101,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.206375,40.36597222,12:23.0,+40:21:57.5,,2563.01,1,1,0,0,0,0,,,,,12.901,12.662,0.983284,1017,,12.62,,,,0.0129028,0.170989,0,,,0.00013924,0.30296,2454978.351,0.156,27.7076,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.0118,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1279,1.21,1.33,6221,,4.26,0.06,,,,,13.973,,,,,Kepler-1279 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1279+b&type=PLANET+HOST
Kepler-1599 b,,0.48075,122.363553,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.08139167,41.15125,04:53.0,+41:09:04.5,,4384.01,1,1,0,0,0,0,,,,,13.735,13.386,0.996016,1004,,13.361,,,,0.0120821,0.48075,0,,,0.000214916,0.3883,2454967.333,0.145,104.657,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01466,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1599,0.99,0.99,5767,,4.45,0.02,,,,,14.945,,,,,Kepler-1599 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1599+b&type=PLANET+HOST
Kepler-20 b,0.0266149,0.0453704,3.6961219,0,79.2157,2454966.34,3.72,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,KOI-70,b,,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.17986778,42.33869444,10:47.5,+42:20:19.30,,70.02,1,1,0,0,0,0,0.9,12.51,,,11.252,10.91,3.44828,290,,10.871,,,86.5,0.0266646,0.0453704,0,,,0.000344102,0.0908956,2454967.5,0.170247,10.3582,6.5,3.35915,0.633,1,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Gautier 2012,,,0,,,,,,,,,,,,,30,5,1,Transit,Transit,2011,Kepler-20,0.912,0.944,5466,1.51,4.4,0.02,,-4.93,Kepler-20,http://exoplanet.eu/star.php?st=Kepler-20,12.498,Kepler-20,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-20,Kepler-20 b,http://var2.astro.cz/ETD/etd.php?STARNAME=Kepler-20&PLANET=b,Kepler-20 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-20+b&type=PLANET+HOST
HAT-P-27 b,0.615135,0.0399488,3.039577,0,90,2455407.909,91.2,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Anderson 2011,http://adsabs.harvard.edu/abs/2011PASP..123..555A,WASP-40,b,,,,,,0,,,14.85116361,5.947361111,51:04.2,+05:56:50.5,,,0,1,0,0,0,0,0.99,12.2,http://adsabs.harvard.edu/abs/2011PASP..123..555A,Anderson 2011,10.626,10.249,4.90196,204,0.6,10.109,,,85,0.617485,0.0399488,0,24.2,,0.0143,0.07,2455407.909,1.02,9.89615,0.771559,3.1761,0.87,1,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Brown 2012,,0.12,0,,,,,,,,,,,,,44,1,0,Transit,Transit,2011,HAT-P-27,0.92,0.87,5190,1.94304,4.5,0.14,,,HAT-P-27/WASP-40,http://exoplanet.eu/star.php?st=HAT-P-27/WASP-40,,HAT-P-27,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-27,HAT-P-27/WASP-40 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-27/WASP-40&PLANET=b,HAT-P-27 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HAT-P-27+b&type=PLANET+HOST
Kepler-181 b,,0.0419466,3.137873,,90,2454966.556,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-543,b,,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.74343056,50.09581111,44:36.4,+50:05:44.92,,543.02,1,1,0,0,0,0,,,,,13.364,12.948,,,,12.88,,,,0.00674351,0.0419466,0,,,,0.0786667,2454966.556,0.113302,12.0697,,,0.16,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Kepler-181,,0.749,5333,,4.619,,,,Kepler-181,http://exoplanet.eu/star.php?st=Kepler-181,,Kepler-181,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-181,,,Kepler-181 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-181+b&type=PLANET+HOST
HD 116029 b,1.9075,1.64869,670,0,40,2455220,36.6,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,2MASS J13203954+2438555,b,116029,65117,,82792,,0,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,13.34431972,24.648825,20:39.6,+24:38:55.77,,,0,1,0,0,0,0,1.009,8.04,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.144,5.65,8.117,123.198,0.46,5.534,-6.92256,0.0145205,,1.9075,1.64869,1,,,,,,,70.4673,,,,0,,,,,0,,,,,,,,,,,6.9,,21,1,0,RV,RV,2011,HD 116029,1.33,5.04235,4811,,3.21,0.08,0.133,,HD 116029,http://exoplanet.eu/star.php?st=HD+116029,,HD 116029,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+116029,,,HD 116029 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+116029+b&type=PLANET+HOST
Kepler-207 b,,0.0269045,1.611865,,90,2454966.57,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-665,b,,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.33536944,42.16605,20:07.3,+42:09:57.78,,665.02,1,1,0,0,0,0,,,,,12.1,11.841,,,,11.805,,,,0.0117295,0.0269045,0,,,,0.124958,2454966.57,0.140066,3.65138,,,0.38,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,3,1,Transit,Transit,2014,Kepler-207,,1.588,5920,,4.129,,,,Kepler-207,http://exoplanet.eu/star.php?st=Kepler-207,,Kepler-207,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-207,,,Kepler-207 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-207+b&type=PLANET+HOST
Kepler-1156 b,,0.101981,11.89520511,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.26160278,46.05763889,15:41.8,+46:03:27.5,,2246.01,1,1,0,0,0,0,,,,,13.05,12.752,1.31752,759,,12.66,,,,0.00774372,0.101981,0,,,0.000145926,0.146,2454965.89,0.118,21.9788,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01208,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1156,1,1,5778,,4.44,0.02,,,,,14.152,,,,,Kepler-1156 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1156+b&type=PLANET+HOST
Kepler-1512 b,,0.13139,20.35972599,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.28496667,44.47025,17:05.9,+44:28:12.9,,3497.01,1,1,0,0,0,0,,,,,11.315,10.75,6.17284,162,,10.623,,,,0.00518721,0.13139,0,,,0.000263738,0.07985,2454967.291,0.105,42.2639,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01624,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1512,0.73,0.67,4372,,4.64,0.2,,,,,13.393,,,,,Kepler-1512 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1512+b&type=PLANET+HOST
Kepler-787 b,,0.0161327,0.9283105,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.44616389,38.57291667,26:46.2,+38:34:22.5,,1202.01,1,1,0,0,0,0,,,,,13.937,13.306,2.13675,468,,13.105,,,,0.00688654,0.0161327,0,,,0.00034745,0.054,2454966.803,0.114,5.60786,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01864,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-787,0.65,0.62,4248,,4.67,-0.09,,,,,15.854,,,,,Kepler-787 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-787+b&type=PLANET+HOST
Kepler-528 b,,0.143629,19.78297415,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.71232222,47.74808333,42:44.4,+47:44:53.1,,337.01,1,1,0,0,0,0,,,,,12.795,12.488,1.40647,711,,12.409,,,,0.0154788,0.143629,0,,,0.000320052,0.227754,2455010.723,0.186,29.2023,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01789,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-528,1.01,1.06,5807,,4.39,0.02,,,,,13.936,,,,,Kepler-528 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-528+b&type=PLANET+HOST
HD 219828 b,0.0622185,0.0515012,3.8334999,0,0,2453898.629,7,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,Melo 2007,http://adsabs.harvard.edu/abs/2007A%26A...467..721M,,b,219828,115100,,108526,,0,,,23.3129825,18.64571389,18:46.7,+18:38:44.57,,,0,1,0,0,0,0,0.654,8.04,,,6.871,6.613,13.83,72.3066,2.9,6.53,-24.1036,,,0.0622185,0.0515012,1,,,,,,,7.5599,,0,,0,,,,,0,,,,,,,,,,,1.7,,22,1,0,RV,RV,2007,HD 219828,1.24,1.4682,5891,,4.18,0.19,,-5.04,HD 219828,http://exoplanet.eu/star.php?st=HD+219828,,HD 219828,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+219828,,,HD 219828 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+219828+b&type=PLANET+HOST
Kepler-480 b,,0.0609811,4.9195838,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.63092778,49.76505556,37:51.3,+49:45:54.2,,167.01,1,1,0,0,0,0,,,,,12.332,12.11,1.24069,806,,12.065,,,,0.0233514,0.0609811,0,,,0.000364428,0.174483,2454967.603,0.248,9.80782,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01909,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-480,1.25,1.34,6322,,4.28,0.11,,,,,13.273,,,,,Kepler-480 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-480+b&type=PLANET+HOST
Kepler-1567 b,,0.5527,153.979578,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.11301389,40.29180556,06:46.9,+40:17:30.5,,4202.01,1,1,0,0,0,0,,,,,14.371,13.969,0.815661,1226,,13.992,,,,0.0227057,0.5527,0,,,0.000733868,0.37475,2454998.49,0.244,128.082,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02709,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1567,0.95,0.93,5655,,4.49,-0.03,,,,,15.672,,,,,Kepler-1567 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1567+b&type=PLANET+HOST
