NAME,MSINI-mjupiter,A-au,PER-day,ECC,OM-deg,T0-jd,K-m/s,ORBREF,ORBURL,FIRSTREF,FIRSTURL,OTHERNAME,COMP,HD,HIPP,HR,SAO,GL,BINARY,BINARYURL,BINARYREF,RA-hr,DEC-deg,RA_STRING,DEC_STRING,KEPID,KOI,KDE,EOD,IMAGING,MICROLENSING,TIMING,ASTROMETRY,BMV,V,VURL,VREF,J,H,PAR-marcsec,DIST-pc,VSINI-km/s,KS,GAMMA-km/s,DVDT-m/s/day,I-deg,MASS-mjupiter,SEP-au,TREND,LAMBDA-deg,BIGOM-deg,DEPTH,T14-day,TT,R-rjupiter,AR,DENSITY-\g/cm^3,GRAVITY,B,TRANSIT,TRANSITURL,TRANSITREF,DR,RR,SE,SEURL,SEREF,SEDEPTHJ,SEDEPTHH,SEDEPTHKS,SEDEPTHKP,SEDEPTH36,SEDEPTH45,SEDEPTH80,SEDEPTH58,RMS,CHI2,NOBS,NCOMP,MULT,PLANETDISCMETH,STARDISCMETH,DATE,STAR,MSTAR-msun,RSTAR-rsun,TEFF-k,RHOSTAR-g/cm^3,LOGG,FE,SHK,RHK,JSNAME,EPEURL,KP,SIMBADNAME,SIMBADURL,ETDNAME,ETDURL,EANAME,EAURL
Kepler-177 b,,0.221683,36.855,,,,,Xie 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...25X,Xie 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...25X,,b,,,,,,0,http://adsabs.harvard.edu/abs/2014ApJS..210...25X,Xie 2014,19.06980794,45.05320806,04:11.3,+45:03:11.549,,523.02,1,1,0,0,1,0,,,,,13.858,13.57,0.6678,1497.45,,13.42,,,,,0.221683,0,,,,,,,,,,,1,http://adsabs.harvard.edu/abs/2014ApJS..210...25X,Xie 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Kepler-177,1.07,1.07,5768,,4.41,0.14,,,Kepler-177 b,http://exoplanet.eu/star.php?st=Kepler-177+b,15,Kepler-177,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-177,,,Kepler-177 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-177+b&type=PLANET+HOST
HAT-P-37 b,1.1719,0.0379273,2.79736,0.058,164,2455642.67,177.7,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,2MASS J18571105+5116088,b,,,,,,0,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,18.95307167,51.26911111,57:11.1,+51:16:08.8,,,0,1,0,0,0,0,-0.129999,13.23,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,12.092,11.714,2.43309,411,3.07,11.667,,,86.9,1.17362,0.0379273,0,,,0.0189888,0.0971,2455642.143,1.178,9.32039,0.89,3.32488,0.505,1,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,,,0,,,,,,,,,,,,,13,1,0,Transit,Transit,2012,HAT-P-37,0.929,0.877,5500,,4.52,0.03,,,,,,HAT-P-37,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-37,HAT-P-37 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-37&PLANET=b,HAT-P-37 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HAT-P-37+b&type=PLANET+HOST
Kepler-198 c,,0.264081,49.567416,,90,2455002.54,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-624,c,,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.37821111,38.69101111,22:41.6,+38:41:27.64,,624.02,1,1,0,0,0,0,,,,,12.421,12.067,,,,12.027,,,,0.019315,0.264081,0,,,,0.152833,2455002.54,0.220359,60.5468,,,0.4,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,3,1,Transit,Transit,2014,Kepler-198,,0.94,5574,,4.467,,,,Kepler-198,http://exoplanet.eu/star.php?st=Kepler-198,,Kepler-198,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-198,,,Kepler-198 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-198+c&type=PLANET+HOST
Kepler-1166 b,,0.195344,33.2406882,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.35656667,50.90286111,21:23.6,+50:54:10.3,,2264.01,1,1,0,0,0,0,,,,,13.223,12.822,1.54321,648,,12.737,,,,0.0125233,0.195344,0,,,0.00030695,0.20758,2454976.462,0.151,48.9536,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01752,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1166,0.9,0.86,5446,,4.53,-0.02,,,,,14.477,,,,,Kepler-1166 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1166+b&type=PLANET+HOST
Kepler-458 c,,0.146743,20.74028413,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,c,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.80302778,46.32869444,48:10.9,+46:19:43.3,,179.01,1,1,0,0,0,0,,,,,12.823,12.546,,0,,12.502,,,,0.057999,0.146743,0,,,0.000896404,0.432721,2454975.799,0.375,30.7046,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02994,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-458,0.98,1.03,6065,,4.42,-0.28,,,,,13.955,,,,,Kepler-458 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-458+c&type=PLANET+HOST
Kepler-1605 b,,0.361924,85.7565495,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.142325,47.48861111,08:32.4,+47:29:19.0,,4446.01,1,1,0,0,0,0,,,,,11.064,10.655,4.46429,224,,10.587,,,,0.00378747,0.361924,0,,,0.000140423,0.24175,2454995.719,0.096,95.123,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01185,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1605,0.86,0.82,5280,,4.55,-0.01,,,,,12.429,,,,,Kepler-1605 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1605+b&type=PLANET+HOST
K2-60 b,0.424419,0.0403268,3.00265,0,90,2456928.059,61,Eigmuller 2017,http://adsabs.harvard.edu/abs/2017AJ....153..130E,Crossfield 2016,http://adsabs.harvard.edu/abs/2016ApJS..226....7C,EPIC 206038483,b,,,,,,0,http://adsabs.harvard.edu/abs/2017AJ....153..130E,Eigmuller 2017,22.57374622,-13.73171111,34:25.5,-13:43:54.160,,,0,1,0,0,0,0,0.77,12.79,,,11.41,11.085,2.0052,498.703,2.2,10.993,-45.475,,88.49,0.424566,0.0403268,0,,,0.004,0.128,2456928.059,0.704893,7.75993,1.7,3.3473,0.21,1,http://adsabs.harvard.edu/abs/2017AJ....153..130E,Eigmuller 2017,,0.063,0,,Predicted,,,,,,,,,,,8,1,0,Transit,Transit,2016,K2-60,0.97,1.12,5500,0.99,4.33,0.01,,,K2-60 b,http://exoplanet.eu/star.php?st=K2-60+b,12.59,UCAC4 382-162409,http://simbad.harvard.edu/simbad/sim-id?Ident=UCAC4+382-162409,,,K2-60 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K2-60+b&type=PLANET+HOST
Kepler-1222 b,,0.0284953,1.91694425,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.65931111,49.37977778,39:33.5,+49:22:47.2,,2399.01,1,1,0,0,0,0,,,,,12.704,12.264,2.1978,455,,12.187,,,,0.00123338,0.0284953,0,,,8.79844E-05,0.060954,2454965.467,0.07,7.67652,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.00938,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1222,0.84,0.8,5239,,4.56,-0.04,,,,,14.1,,,,,Kepler-1222 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1222+b&type=PLANET+HOST
Kepler-1635 b,,1.13739,469.63111,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.02326667,45.55619444,01:23.8,+45:33:22.3,,5622.01,1,1,0,0,0,0,,,,,14.345,13.997,0.922509,1084,,13.895,,,,0.0409391,1.13739,0,,,0.00150001,0.56483,2455255.495,0.325,288.384,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.03873,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1635,0.89,0.85,5347,,4.53,0.06,,,,,15.696,,,,,Kepler-1635 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1635+b&type=PLANET+HOST
Kepler-65 b,,0.0351719,2.15491,,,,,Chaplin 2013,http://adsabs.harvard.edu/abs/2013ApJ...766..101C,Chaplin 2013,http://adsabs.harvard.edu/abs/2013ApJ...766..101C,,b,,,,,,0,http://adsabs.harvard.edu/abs/2013ApJ...766..101C,Chaplin 2013,19.24591442,41.15116861,14:45.3,+41:09:04.207,,85.02,1,1,0,0,0,0,0.7,10.92,,,10.066,9.852,3.2638,306.391,,9.806,,,,0.0105382,0.0351719,0,,,0.000085,,2454966.499,0.129361,,,,0.16,1,http://adsabs.harvard.edu/abs/2013ApJ...766..101C,Chaplin 2013,,,0,,Predicted,,,,,,,,,,,0,3,1,Transit,Transit,2013,Kepler-65,1.25,1.41,6211,0.621,4.232,0.17,,,Kepler-65 b,http://exoplanet.eu/star.php?st=Kepler-65+b,,KOI-85,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-85,,,Kepler-65 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-65+b&type=PLANET+HOST
Kepler-615 b,,0.0837217,10.35584657,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,18.83003889,46.32141667,49:48.1,+46:19:17.1,,588.01,1,1,0,0,0,0,,,,,12.646,12.071,3.0303,330,,11.966,,,,0.0128259,0.0837217,0,,,0.000532686,0.117171,2455008.682,0.155,26.1499,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02308,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-615,0.73,0.69,4655,,4.62,-0.07,,,,,14.337,,,,,Kepler-615 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-615+b&type=PLANET+HOST
Kepler-249 b,,0.0434366,3.306539,,90,2454967.371,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-899,b,,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.799,43.65851944,47:56.4,+43:39:30.67,,899.02,1,1,0,0,0,0,,,,,12.836,12.15,,,,11.966,,,,0.00396389,0.0434366,0,,,,0.073625,2454967.371,0.0972433,19.4219,,,0.26,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,3,1,Transit,Transit,2014,Kepler-249,,0.482,3568,,4.777,,,,Kepler-249,http://exoplanet.eu/star.php?st=Kepler-249,,Kepler-249,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-249,,,Kepler-249 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-249+b&type=PLANET+HOST
WASP-106 b,1.815,0.089107,9.289715,0,,,165.3,Smith 2014,http://adsabs.harvard.edu/abs/2014A%26A...570A..64S,Smith 2014,http://adsabs.harvard.edu/abs/2014A%26A...570A..64S,2MASS J11054313-0504458,b,,,,,,0,http://adsabs.harvard.edu/abs/2014A%26A...570A..64S,Smith 2014,11.09531583,-5.079166667,05:43.1,-05:04:45.,,,0,1,0,0,0,0,0.83,11.21,,,10.47,10.23,3.53357,283,6.3,10.16,17.2474,,89.49,1.925,0.089107,0,,,0.00642,0.22346,2456649.55,1.085,13.7861,1.99,3.5833,0.127,1,http://adsabs.harvard.edu/abs/2014A%26A...570A..64S,Smith 2014,,0.08012,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2014,WASP-106,1.092,1.393,6055,0.627,4.226,-0.09,,,WASP-106 b,http://exoplanet.eu/star.php?st=WASP-106+b,,TYC 4927-1063-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+4927-1063-1,,,WASP-106 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=WASP-106+b&type=PLANET+HOST
HD 81040 b,6.87654,1.9372,1001.7,0.526,81.3,2452504,168,Sozzetti 2006,http://adsabs.harvard.edu/abs/2006A%26A...449..417S,Sozzetti 2006,http://adsabs.harvard.edu/abs/2006A%26A...449..417S,,b,81040,46076,,80800,,0,,,9.396439167,20.36436667,23:47.2,+20:21:51.72,,,0,1,0,0,0,0,0.68,7.72,,,6.504,6.267,30.2,33.1126,2,6.158,,,,6.87654,1.9372,0,,,,,,,454.389,,0,,0,,,,,0,,,,,,,,,,,26,3.26,26,1,0,RV,RV,2006,HD 81040,0.96,0.918818,5700,,4.5,-0.16,,-4.48,HD 81040,http://exoplanet.eu/star.php?st=HD+81040,,HD 81040,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+81040,,,HD 81040 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+81040+b&type=PLANET+HOST
HD 208527 b,10.014,2.099,875.5,0.08,278,2450745.3,155.4,Lee 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A...2L,Lee 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A...2L,2MASS J21562398+2114233,b,208527,108296,8372,90112,841.1,0,http://adsabs.harvard.edu/abs/2013A%26A...549A...2L,Lee 2013,21.93999528,21.23982222,56:24.0,+21:14:23.36,,,0,1,0,0,0,0,1.698,6.4842,,,3.328,2.537,2.48,403.226,3.6,2.224,,,,10.014,2.099,0,,,,,,,11.0203,,,,0,,,,,0,,Predicted,,,,,,,,,,,24,1,0,RV,RV,2013,HD 208527,1.6,41.0489,4035,,1.6,-0.09,,,HD 208527,http://exoplanet.eu/star.php?st=HD+208527,,HR 8372,http://simbad.harvard.edu/simbad/sim-id?Ident=HR+8372,,,,
Kepler-165 b,,0.0794582,8.180848,,90,2455009.701,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-475,b,,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,18.71273056,47.80973889,42:45.8,+47:48:35.06,,475.01,1,1,0,0,0,0,,,,,13.43,12.926,,,,12.843,,,,0.0176845,0.0794582,0,,,,0.119542,2455009.701,0.206977,22.2398,,,0.78,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Kepler-165,,0.77,5211,,4.542,,,,Kepler-165,http://exoplanet.eu/star.php?st=Kepler-165,,Kepler-165,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-165,,,Kepler-165 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-165+b&type=PLANET+HOST
Kepler-28 b,,0.0581375,5.91213,0,90,2454975.623,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,KOI-870,b,,,,,,0,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Steffen 2012,19.47580194,42.42941667,28:32.9,+42:25:45.9,,870.01,1,1,0,0,0,0,,,,,13.334,12.767,,,,12.719,,,,0.0397121,0.0581375,0,,,0.0008804,0.115417,2454975.623,0.320884,11.9,,,0.53,1,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Steffen 2012,,,0,,,,,,,,,,,,,,2,1,Transit,Transit,2011,Kepler-28,0.75,0.7,4590,,4.29,,,,Kepler-28,http://exoplanet.eu/star.php?st=Kepler-28,15.036,Kepler-28,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-28,,,Kepler-28 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-28+b&type=PLANET+HOST
Kepler-118 c,,0.145024,20.17202,,90,2454974.208,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-216,c,,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.94753889,41.42483056,56:51.1,+41:25:29.39,,216.01,1,1,0,0,0,0,,,,,13.25,12.769,,,,12.711,,,,0.184717,0.145024,0,,,,0.1295,2454974.208,0.685164,28.5696,,,0.02,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Kepler-118,,1.094,5274,,4.321,,,,Kepler-118,http://exoplanet.eu/star.php?st=Kepler-118,,Kepler-118,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-118,,,Kepler-118 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-118+c&type=PLANET+HOST
Kepler-1216 b,,0.0521389,4.37034536,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.16035556,45.918,09:37.3,+45:55:04.8,,2383.01,1,1,0,0,0,0,,,,,13.97,13.643,0.88968,1124,,13.613,,,,0.00915206,0.0521389,0,,,0.000174504,0.11746,2454964.924,0.124,11.4662,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01321,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1216,0.99,0.98,5743,,4.46,0.03,,,,,15.133,,,,,Kepler-1216 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1216+b&type=PLANET+HOST
HAT-P-32 b,0.861357,0.0342627,2.150008,0,0,2454415.982,122.8,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,2MASS J02041028+4641162,b,,,,,,1,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,2.069521667,46.68783333,04:10.3,+46:41:16.2,,,0,1,0,0,0,0,0.35,11.44,,,10.251,10.024,3.125,283,20.7,9.99,-22.4886,,88.9,0.861516,0.0342627,0,85,,0.0227406,0.1295,2454420.446,1.789,6.05759,0.19,2.8263,0.117,1,http://adsabs.harvard.edu/abs/2011ApJ...742...59H,Hartman 2011,,,0,,,,,,,,,,,,,15,1,0,Transit,Transit,2011,HAT-P-32,1.16,1.219,6207,,4.33,-0.04,,,HAT-P-32,http://exoplanet.eu/star.php?st=HAT-P-32,,HAT-P-32,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-32,HAT-P-32 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b,HAT-P-32 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HAT-P-32+b&type=PLANET+HOST
GJ 163 c,0.0215524,0.125354,25.63058,0.099,3.962,2452922.23,2.75,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,2MASS J04091567-5322254,c,,19394,,,163,0,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,Bonfils 2013,4.154068056,-53.37511389,09:14.6,-53:22:30.41,,,0,1,0,0,0,0,1.491,11.811,,,7.948,7.428,66.69,14.9948,,7.135,,0,,0.0215524,0.125354,1,,,,,,,,,,,0,,,,,0,,Predicted,,,,,,,,,,1.21,153,3,1,RV,RV,2013,GJ 163,0.4,,,,,,,,Gj 163,http://exoplanet.eu/star.php?st=Gj+163,,GJ 163,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+163,GJ 163 c,http://var2.astro.cz/ETD/etd.php?STARNAME=GJ 163&PLANET=c,GJ 163 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=GJ+163+c&type=PLANET+HOST
HD 95089 b,1.12925,1.38575,507,0.157,317,2454983,23.5,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,,b,95089,53666,,118598,,0,,,10.9799325,1.729330556,58:47.8,+01:43:45.59,,,0,1,0,0,0,0,0.94,7.92,,,6.24,5.775,7.19,139.082,3.58,5.626,8.08094,,,1.12925,1.38575,0,,,,,,,68.8138,,,,0,,,,,0,,,,,,,,,,,5.7,1.74,22,1,0,RV,RV,2010,HD 95089,1.38,4.34001,4950,,3.32,0,0.13,-5.22,HD 95089,http://exoplanet.eu/star.php?st=HD+95089,,HD 95089,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+95089,,,HD 95089 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+95089+b&type=PLANET+HOST
XO-3 b,13.0547,0.0477112,3.1915426,0.2884,346.3,2454024.728,1488,Winn 2009,http://adsabs.harvard.edu/abs/2009ApJ...700..302W,Johns-Krull 2008,http://adsabs.harvard.edu/abs/2008ApJ...677..657J,GSC 03727-01064,b,,,,,,0,,,4.364640278,57.81716667,21:52.7,+57:49:01.8,,,0,1,0,0,0,0,0.4,9.91,,,9.013,8.845,3.5336,282.997,18.31,8.791,-10.7022,,79.32,13.2849,0.0477112,0,37.3,,0.00894327,,2454025.397,1.217,4.94598,3.92729,3.95601,,1,http://adsabs.harvard.edu/abs/2008ApJ...677..657J,Johns-Krull 2008,,,1,,,,,,,0.00101,0.158,0.0015,0.00134,,,20,1,0,Transit,Transit,2008,XO-3,1.41,2.07898,6429,0.65,3.95,-0.177,,,XO-3,http://exoplanet.eu/star.php?st=XO-3,,XO-3,http://simbad.harvard.edu/simbad/sim-id?Ident=XO-3,XO-3 b,http://var2.astro.cz/ETD/etd.php?STARNAME=XO-3&PLANET=b,XO-3 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=XO-3+b&type=PLANET+HOST
Kepler-1380 b,,0.0914589,10.3108245,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.20773611,42.44041667,12:27.9,+42:26:25.5,,2894.01,1,1,0,0,0,0,,,,,14.31,14.003,0.82713,1209,,13.883,,,,0.0101747,0.0914589,0,,,0.000189338,0.23513,2454974.512,0.128,20.9691,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01376,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-1380,0.96,0.94,5570,,4.48,0.1,,,,,15.619,,,,,Kepler-1380 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1380+b&type=PLANET+HOST
Kepler-478 b,,0.103659,13.2217576,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,,b,,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.49913056,46.19622222,29:56.9,+46:11:46.4,,165.01,1,1,0,0,0,0,,,,,12.57,12.113,2.38095,420,,12.005,,,,0.0223911,0.103659,0,,,0.000980942,0.121121,2454972.57,0.242,27.9253,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.03132,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Kepler-478,0.85,0.8,5210,,4.56,-0.03,,,,,13.938,,,,,Kepler-478 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-478+b&type=PLANET+HOST
HD 114729 b,0.944758,2.10235,1114,0.167,93,2450520,18.8,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,,b,114729,64459,,204237,,1,http://adsabs.harvard.edu/abs/2005A%26A...440.1051M,Mugrauer 2005,13.21233222,-31.8726,12:44.4,-31:52:21.36,,,0,1,0,0,0,0,0.591,6.68,,,5.559,5.29,27.69,36.1141,2.29005,5.136,64.9049,,,0.944758,2.10235,0,,,,,,,309.538,,0,,0,,,,,0,,,,,,,,,,,4.9,0.9025,42,1,0,RV,RV,2003,HD 114729,0.998,1.46377,5820.94,,4.14301,-0.261741,0.147429,-5.06646,HD 114729,http://exoplanet.eu/star.php?st=HD+114729,,HD 114729,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+114729,,,HD 114729 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+114729+b&type=PLANET+HOST
